_id,year,tmID,games,minutes,points,steals,blocks
miltode01w,2002,LAS,32,966,362,50,35
miltode01w,2003,LAS,31,1086,416,49,41
miltode01w,2004,LAS,19,604,186,23,10
miltode01w,2005,WAS,33,1069,394,57,18
miltode01w,2006,WAS,23,675,335,35,17
miltode01w,2007,WAS,34,1141,456,52,38
miltode01w,2008,LAS,31,1016,431,34,18
miltode01w,2009,LAS,33,1043,338,41,8
miltode01w,2010,LAS,34,1096,522,37,22
miltode01w,2011,LAS,34,891,397,32,12
miltode01w,2012,LAS,34,926,340,34,24
mitchle01w,2008,NYL,34,518,131,17,3
mitchle01w,2009,NYL,34,436,80,9,2
mitchle01w,2010,NYL,34,978,317,55,6
mitchle01w,2011,NYL,34,864,189,44,3
mitchle01w,2012,NYL,34,908,220,35,5
mizrali01w,1999,NEW,13,273,73,20,0
moeggli01w,2006,CHI,27,277,58,10,6
moeggli01w,2007,CHI,23,206,37,3,2
moisead01w,2001,PHO,7,123,41,6,0
moisead01w,2002,PHO,32,619,193,30,3
moisead01w,2007,PHO,4,31,7,3,0
mokanch01w,2010,LAS,21,72,9,2,10
monroja01w,2010,WAS,17,117,36,5,8
monroja01w,2011,TUL,4,21,0,0,0
montaan01w,2009,MIN,16,169,35,9,0
montgal01w,2011,NYL,30,271,75,10,7
montgal01w,2012,NYL,26,210,64,15,2
montgre01w,2009,MIN,34,764,306,25,9
montgre01w,2010,CON,34,940,453,47,3
montgre01w,2011,CON,34,991,495,49,3
montgre01w,2012,CON,34,816,396,35,3
mooreja01w,2002,IND,18,128,42,5,1
mooreje01w,2005,CHA,6,49,3,0,0
mooreje01w,2005,LAS,15,109,8,4,0
mooreje01w,2006,LAS,34,653,147,22,9
mooreje01w,2007,LAS,29,440,123,6,6
mooreje01w,2008,LAS,28,309,39,4,5
mooreje01w,2009,IND,31,613,148,19,6
mooreje01w,2010,IND,33,431,101,6,4
mooreje01w,2011,CON,29,199,48,5,2
mooreje01w,2012,ATL,8,43,15,0,0
mooreje01w,2012,CON,8,65,12,0,0
moorelo01w,2005,NYL,24,182,22,10,0
moorelo01w,2006,NYL,34,952,208,61,10
moorelo01w,2007,NYL,34,1163,327,75,5
moorelo01w,2008,NYL,29,809,154,44,4
moorelo01w,2009,NYL,34,941,215,66,2
moorema01w,2011,MIN,34,951,449,48,16
moorema01w,2012,MIN,34,1,558,50,22
moorena01w,2007,MIN,19,87,21,3,0
moorena01w,2008,MIN,16,125,48,4,3
moorepe01w,1997,CHA,28,539,135,16,11
moorepe01w,1998,WAS,29,756,238,44,20
moorepe01w,1999,WAS,4,19,2,0,1
mooreta01w,2002,MIA,5,83,28,7,0
mooreta01w,2002,MIN,26,653,196,23,9
mooreta01w,2003,DET,15,66,21,4,2
mooreta01w,2003,PHO,11,110,33,5,4
mooreta01w,2004,PHO,32,387,82,26,9
mooreta01w,2005,NYL,7,48,11,0,0
mooreta01w,2006,LAS,34,634,206,33,8
mooreta01w,2007,HOU,15,289,58,16,2
mooreyo01w,1997,HOU,13,93,16,1,0
mooreyo01w,1998,HOU,30,533,98,26,0
mooreyo01w,1999,ORL,23,114,26,4,0
moosca01w,2002,MIA,2,6,0,0,1
morehmo01w,1997,NEW,12,100,37,9,1
morgale01w,1997,RIC,16,83,8,3,0
morrich01w,1997,COL,4,17,5,0,0
morrije01w,2010,IND,25,196,72,8,2
morrije01w,2012,TUL,9,82,17,6,0
morrila01w,1998,PRT,22,168,64,4,1
morrila01w,1999,COL,2,3,0,0,0
morrizi01w,2012,SAS,30,166,59,3,3
mosbybe01w,2007,WAS,28,279,83,8,6
mosbybe01w,2008,WAS,24,183,48,2,7
mosbybe01w,2009,WAS,24,169,46,8,1
mosleju01w,1997,SAC,12,265,55,8,2
moweje01w,2001,POR,5,17,6,0,1
moweje01w,2002,POR,5,16,1,0,0
moweje01w,2003,LAS,1,21,0,0,1
mulitna01w,1999,SER,13,83,19,1,2
mulitna01w,2000,UTA,22,291,99,4,6
murphma99w,2012,CHI,29,538,246,32,6
murphsh01w,2007,MIN,32,436,165,19,8
murphsh01w,2008,DET,13,122,33,6,2
murphsh01w,2008,MIN,2,5,2,0,0
murphsh01w,2008,WAS,2,11,2,0,0
murphsh01w,2009,IND,24,186,100,6,2
murphsh01w,2010,CHI,11,155,56,9,0
murphsh01w,2010,IND,15,221,77,8,2
murphsh01w,2011,CHI,10,205,98,13,4
nagyan01w,1997,SER,39,659,149,34,1
nagyan01w,1998,LON,44,1458,335,57,2
nagyan01w,1999,PHR,14,498,108,22,0
nagyan01w,1999,WAS,32,947,162,31,3
nagyan01w,2000,WAS,23,694,97,17,8
nagyan01w,2001,NYL,23,213,34,2,3
nagyan01w,2002,SAC,24,409,34,10,4
nanch01w,2009,CHI,26,320,97,8,9
ndiayas01w,1998,SER,36,385,195,14,2
ndiayas01w,1999,SER,15,186,74,6,4
ndiayas01w,1999,DET,31,438,164,11,18
ndiayas01w,2000,DET,32,868,346,23,22
ndiayas01w,2001,DET,32,913,376,22,28
ndiayas01w,2002,DET,32,776,275,17,12
ndiayas01w,2003,DET,11,70,20,3,1
ndiayas01w,2004,IND,10,74,12,1,3
ndiayas01w,2006,HOU,11,127,35,1,1
ndiayas01w,2007,SEA,4,58,10,1,1
ndongem01w,2006,LAS,17,111,20,7,8
nemcoev01w,1997,CLE,28,944,384,39,8
nemcoev01w,1998,CLE,30,972,359,33,21
nemcoev01w,1999,CLE,31,925,344,31,22
nemcoev01w,2000,CLE,14,443,185,15,8
nemcoev01w,2001,CLE,8,113,34,2,5
neroja01w,1999,NAS,15,311,108,16,1
nevescl01w,1999,DET,30,306,76,16,0
nevescl01w,2000,DET,30,636,179,31,1
nevescl01w,2001,DET,22,407,95,21,0
nevescl01w,2002,MIA,20,194,37,8,0
newtoch01w,2005,SAC,34,715,148,24,9
newtoch01w,2006,CHI,27,648,176,36,7
newtoch01w,2007,SAC,34,696,219,31,6
newtoch01w,2008,SAC,26,393,117,30,1
newtoch01w,2009,SAC,23,336,68,18,3
ngarsch01w,2006,NYL,15,92,27,5,2
ngoyibe01w,2002,NYL,7,12,6,0,2
ngoyibe01w,2005,SAS,26,251,111,5,2
ngoyibe01w,2006,CHI,30,627,302,14,7
ngoyibe01w,2008,IND,31,226,83,6,7
nichoti01w,1997,CLE,24,273,48,10,1
nieuwma01w,2005,LAS,7,16,4,0,0
nikolmi01w,1999,HOU,7,29,10,0,0
nnamach01w,2008,ATL,12,84,16,5,0
nolande01w,2001,DET,27,545,192,17,6
nolande01w,2002,DET,32,804,277,27,12
nolande01w,2003,DET,32,954,396,41,14
nolande01w,2004,DET,34,1138,464,66,12
nolande01w,2005,DET,33,1213,524,55,14
nolande01w,2006,DET,34,1088,468,47,11
nolande01w,2007,DET,34,1175,553,49,12
nolande01w,2008,DET,34,1144,538,42,10
nolande01w,2009,DET,33,1113,559,44,10
novosna01w,2012,WAS,31,306,99,14,3
nygaava01w,1999,CLE,4,20,3,2,0
nygaava01w,2000,POR,32,843,253,17,5
nygaava01w,2001,POR,31,259,76,6,2
nygaava01w,2002,MIA,29,443,120,11,1
nygaava01w,2003,LAS,11,168,41,3,0
ogayu01w,2008,PHO,23,180,56,7,0
ogwumnn01w,2012,LAS,33,920,462,46,29
oheaje01w,2011,LAS,31,507,148,12,5
oheaje01w,2012,LAS,8,144,38,3,1
ohldeni01w,2004,MIN,34,1018,397,16,45
ohldeni01w,2005,MIN,34,1038,382,21,22
ohldeni01w,2006,MIN,34,870,327,20,25
ohldeni01w,2007,MIN,34,922,392,17,20
ohldeni01w,2008,MIN,34,559,197,10,22
ohldeni01w,2009,PHO,21,311,109,5,20
ohldeni01w,2010,PHO,20,222,60,3,8
ohldeni01w,2010,TUL,12,301,95,8,9
olajuab01w,2010,CHI,6,30,6,1,0
olajuab01w,2011,TUL,16,99,16,0,2
oneilkr01w,2008,SEA,11,31,0,0,0
orrki01w,1998,SER,40,455,89,19,0
osburde01w,1997,SER,14,107,30,2,0
osipoir01w,2006,DET,2,12,2,0,0
owenhe01w,1999,WAS,17,235,36,2,4
owenhe01w,2000,WAS,11,60,2,0,0
owenssh01w,2000,MIA,31,605,131,11,26
owenssh01w,2002,CHA,2,6,0,0,0
pageda01w,2008,CON,3,12,6,0,0
pagemu01w,1998,WAS,30,955,249,19,13
pagemu01w,1999,WAS,32,916,281,24,30
pagemu01w,2000,WAS,32,1046,314,23,32
pagemu01w,2001,WAS,32,989,225,30,36
pagemu01w,2002,WAS,32,750,208,14,15
pagemu01w,2003,WAS,34,850,213,18,24
pagemu01w,2004,WAS,33,809,184,25,16
pagemu01w,2005,WAS,34,589,108,15,9
pagemu01w,2006,LAS,34,690,167,17,9
pagemu01w,2007,LAS,34,627,163,14,9
pagemu01w,2008,LAS,27,243,42,5,1
paigeyo01w,2005,IND,13,78,16,2,0
paliesa01w,2006,DET,11,51,12,1,1
palmewe01w,1997,UTA,28,936,443,47,6
palmewe01w,1998,UTA,28,761,377,18,5
palmewe01w,1999,DET,11,295,140,6,4
palmewe01w,1999,UTA,20,446,167,3,8
palmewe01w,2000,DET,32,914,441,20,10
palmewe01w,2001,DET,22,651,233,23,4
palmewe01w,2002,DET,16,464,184,13,2
palmewe01w,2002,ORL,16,501,180,22,6
palmewe01w,2003,CON,32,433,149,11,3
palmewe01w,2004,CON,33,786,297,23,5
palmewe01w,2005,SAS,34,882,326,20,7
palmewe01w,2006,SEA,5,120,47,5,3
palmewe01w,2007,SEA,34,474,156,15,7
parisco01w,2009,SAC,33,442,160,11,10
parisco01w,2011,ATL,28,269,96,8,11
parisco01w,2012,ATL,4,29,6,2,2
parisco01w,2012,TUL,23,225,81,7,10
parkeca01w,2008,LAS,33,1109,610,42,75
parkeca01w,2009,LAS,25,815,328,15,53
parkeca01w,2010,LAS,10,335,206,10,22
parkeca01w,2011,LAS,17,555,314,21,27
parkeca01w,2012,LAS,33,1,573,51,76
pascafl01w,2008,SEA,3,9,0,0,0
paschti01w,1998,CHA,20,110,27,8,0
pavlimi01w,2001,UTA,10,21,1,0,2
pavlimi01w,2003,PHO,8,29,6,1,0
payeka01w,1997,SER,40,1357,395,69,2
payeka01w,1998,SER,44,1287,300,56,1
payeka01w,1999,SER,15,222,54,8,0
payeka01w,2000,MIN,28,408,56,8,6
payeka01w,2001,MIN,32,652,91,21,0
payeka01w,2002,SEA,19,114,21,3,0
pederka01w,2011,TUL,33,784,225,35,12
pederka01w,2012,TUL,27,626,114,26,13
penicti01w,1998,SAC,30,1080,190,67,3
penicti01w,1999,SAC,32,1120,235,67,5
penicti01w,2000,SAC,30,936,208,70,6
penicti01w,2001,SAC,23,744,144,40,8
penicti01w,2002,SAC,24,853,203,64,1
penicti01w,2003,SAC,34,1089,183,61,1
penicti01w,2004,SAC,33,970,199,64,2
penicti01w,2005,SAC,34,927,195,48,6
penicti01w,2006,SAC,34,846,183,58,2
penicti01w,2007,SAC,32,757,181,49,1
penicti01w,2008,SAC,33,856,284,67,4
penicti01w,2009,SAC,30,724,148,30,4
penicti01w,2010,LAS,32,843,156,43,2
penicti01w,2011,LAS,34,807,205,28,3
penicti01w,2012,CHI,19,242,33,8,3
pennjo01w,2003,WAS,30,288,86,15,1
pennjo01w,2004,SAS,1,3,4,0,0
perazja01w,1997,NYL,9,47,10,3,0
perkiji01w,2004,CHA,4,17,3,3,0
perkiji01w,2005,CHA,30,464,150,29,9
perkiji01w,2006,CHI,30,841,282,43,13
perkiji01w,2007,CHI,33,762,386,50,7
perkiji01w,2008,CHI,34,1083,577,64,10
perkiji01w,2009,CHI,34,931,450,73,6
perkiji01w,2010,CHI,34,936,363,56,6
perkiji01w,2011,SAS,34,852,408,44,9
perkiji01w,2012,SAS,33,759,351,53,12
perroki01w,1997,HOU,28,692,161,69,2
perroki01w,1998,HOU,30,986,254,84,0
peterde01w,2012,MIN,30,424,158,14,23
petroso01w,2012,CHI,30,453,145,15,15
pettibr01w,1997,PHO,28,842,352,49,12
pettibr01w,1998,PHO,30,849,338,29,9
pettibr01w,1999,PHO,32,541,181,26,2
pettibr01w,2000,PHO,32,583,189,31,4
pettibr01w,2001,PHO,32,497,172,28,4
pettibr01w,2002,IND,32,375,113,8,0
pettibr01w,2003,IND,31,148,49,4,1
pettibr01w,2006,PHO,11,67,14,3,0
philler01w,2006,CON,34,615,182,29,2
philler01w,2008,CON,8,86,41,4,1
philler01w,2009,CON,32,740,258,43,3
philler01w,2011,IND,31,689,268,30,0
philler01w,2012,IND,29,620,177,22,3
phillpo01w,2011,SAS,31,258,55,5,12
phillta01w,1997,SER,40,1039,559,60,21
phillta01w,1998,COL,44,1329,610,72,35
phillta01w,1999,COL,13,376,182,17,11
phillta01w,1999,ORL,32,335,130,19,8
phillta01w,2000,NYL,31,978,427,59,21
phillta01w,2001,NYL,32,1049,489,48,17
phillta01w,2002,NYL,32,1009,451,58,14
phillta01w,2003,NYL,33,1033,372,56,28
phillta01w,2004,NYL,13,311,87,14,10
phillta01w,2005,HOU,32,366,111,11,8
phillta01w,2006,HOU,21,222,59,9,5
phillta01w,2007,HOU,7,35,10,3,0
phillta02w,2011,NYL,5,18,3,0,0
phillta02w,2011,WAS,10,54,19,0,3
pierspl01w,2003,PHO,33,602,198,19,13
pierspl01w,2004,PHO,31,803,290,26,17
pierspl01w,2005,DET,23,444,178,14,6
pierspl01w,2005,PHO,12,318,92,10,13
pierspl01w,2006,DET,34,565,220,18,14
pierspl01w,2007,DET,34,858,396,26,29
pierspl01w,2008,DET,28,649,332,24,34
pierspl01w,2009,DET,1,5,0,1,1
pierspl01w,2010,NYL,25,418,224,17,8
pierspl01w,2010,NYL,25,418,224,17,8
pierspl01w,2010,TUL,8,126,97,10,3
pierspl01w,2011,NYL,33,945,427,38,30
pierspl01w,2012,NYL,26,641,312,19,23
plowdvi01w,1997,NEW,32,249,68,10,5
pohleje01w,2011,IND,34,539,138,13,4
pohleje01w,2012,IND,34,574,149,20,10
pollica01w,1997,HOU,13,94,22,4,1
pondeca01w,2006,PHO,32,1067,624,37,4
pondeca01w,2007,PHO,31,966,532,29,8
pondeca01w,2008,PHO,32,1002,679,38,5
pondeca01w,2009,PHO,34,1075,648,31,12
pondeca01w,2010,NYL,34,1167,729,30,4
pondeca01w,2011,NYL,34,1151,591,43,10
pondeca01w,2012,NYL,34,1,695,43,7
potthan01w,1998,CLS,44,557,252,26,1
potthan01w,1999,CLS,14,353,112,15,4
potthan01w,1999,MIN,32,710,127,24,5
potthan01w,2000,MIN,3,8,0,0,0
powelel01w,1998,PRT,44,1486,539,84,11
powelel01w,1999,PRT,13,427,133,26,1
powelel01w,1999,ORL,18,256,47,9,4
powelel01w,2000,ORL,20,347,72,12,1
powelel01w,2001,ORL,32,1055,357,49,7
powelel01w,2002,DET,15,397,148,23,8
powelel01w,2002,ORL,15,308,88,20,4
powelel01w,2003,DET,33,938,296,45,9
powelel01w,2004,DET,30,760,133,36,8
powelel01w,2005,DET,29,671,163,29,4
powelel01w,2006,CHI,14,251,69,13,3
powelel01w,2006,DET,11,120,14,3,0
powelel01w,2007,DET,32,323,60,12,2
powelel01w,2008,DET,16,313,58,6,1
powelni01w,2004,CHA,31,384,132,15,4
powelni01w,2005,SAC,34,988,364,39,16
powelni01w,2006,SAC,34,886,327,42,15
powelni01w,2007,SAC,34,986,436,48,12
powelni01w,2008,SAC,34,944,463,40,6
powelni01w,2009,SAC,34,1035,567,49,8
powelni01w,2010,NYL,34,895,316,34,7
powelni01w,2011,NYL,33,935,319,45,10
powelni01w,2012,NYL,34,922,238,45,14
prahasa01w,2012,PHO,28,886,324,44,3
pricear01w,2007,CHI,34,893,269,40,7
pricear01w,2008,CHI,34,763,235,36,12
pricear01w,2009,ATL,11,98,16,3,2
pricear01w,2009,CHI,22,324,77,12,1
pricear01w,2010,ATL,34,561,166,30,2
pricear01w,2011,ATL,34,797,289,52,2
pricear01w,2012,ATL,34,904,287,39,10
pricefr01w,1998,SAC,26,379,127,20,2
priceka01w,1999,PHR,12,72,32,4,0
pridely01w,2000,POR,32,462,114,16,9
pridely01w,2001,MIN,32,713,170,28,20
pridely01w,2002,MIN,31,589,123,25,25
pridely01w,2003,LAS,4,28,1,0,0
pridely01w,2003,MIN,13,66,17,3,1
princep01w,2010,CHI,34,665,334,55,5
princep01w,2011,CHI,34,1001,464,79,13
princep01w,2012,CHI,26,780,471,47,7
pringla01w,2008,PHO,29,377,128,10,44
pringla01w,2009,MIN,17,159,37,3,14
pringla01w,2011,LAS,20,222,77,5,13
queenbr01w,2006,CON,4,10,2,0,0
queenbr01w,2008,CHI,8,36,2,0,0
quiglal01w,2008,PHO,14,100,29,6,1
quiglal01w,2009,PHO,6,32,10,0,0
quiglal01w,2010,IND,3,18,6,2,1
quiglal01w,2010,SAS,4,25,14,0,0
quiglal01w,2011,SEA,7,14,4,1,1
quinnno01w,2007,MIN,34,670,96,29,13
quinnno01w,2008,MIN,32,533,116,21,2
quinnno01w,2009,LAS,34,929,284,40,11
quinnno01w,2010,LAS,34,1104,347,35,11
quinnno01w,2011,LAS,33,681,169,21,2
quinnno01w,2012,WAS,30,666,194,22,6
quinnte01w,2000,IND,17,118,15,4,0
radunha01w,2001,NYL,4,9,4,0,1
raglafe01w,2002,SEA,31,432,141,27,1
raglafe01w,2003,PHO,3,39,5,2,0
raglafe01w,2004,HOU,34,517,118,25,3
raglafe01w,2005,HOU,4,9,0,0,0
randase01w,2001,SEA,32,884,300,29,4
randase01w,2002,SEA,21,458,134,20,1
randase01w,2002,UTA,8,135,58,4,1
randase01w,2003,SAS,33,339,88,11,0
randase01w,2004,SAS,29,462,136,22,4
rasmukr01w,2000,MIA,25,454,126,24,14
rasmukr01w,2000,UTA,1,9,0,1,0
rasmukr01w,2001,MIA,28,416,75,11,14
rasmukr01w,2002,MIA,31,674,170,18,16
rasmukr01w,2003,IND,33,814,226,24,15
rasmukr01w,2004,IND,33,692,152,21,14
rasmukr01w,2005,CHA,3,29,6,1,0
rasmukr01w,2005,HOU,24,522,121,13,16
rasmukr01w,2006,PHO,34,908,146,28,27
rasmukr01w,2007,CON,33,522,114,11,5
rasmukr01w,2008,MIN,31,393,79,12,6
ravenbr01w,2010,ATL,23,125,34,5,1
raymost01w,2007,CHI,20,180,61,4,0
reddja01w,2000,SEA,26,387,140,19,1
reddja01w,2001,SEA,32,659,231,17,3
reddja01w,2002,SEA,10,112,52,2,0
redmoka01w,2012,NYL,7,42,7,3,0
reedbr01w,1998,PHO,24,254,124,18,7
reedbr01w,1999,MIN,25,757,402,29,17
reedbr01w,2000,PHO,32,1090,608,66,21
reedbr01w,2001,PHO,1,13,3,0,0
reedbr01w,2002,PHO,5,85,38,2,3
reedch01w,2011,TUL,11,145,38,3,1
reedmi01w,1998,LAS,9,49,14,2,1
reidtr01w,1998,CHA,30,966,413,40,12
reidtr01w,1999,CHA,10,154,48,1,2
reidtr01w,2000,CHA,29,620,211,14,9
reidtr01w,2001,MIA,21,278,80,15,5
reidtr01w,2002,PHO,24,421,113,22,2
reidtr01w,2003,PHO,2,12,2,2,0
reissta01w,1997,UTA,28,831,216,23,2
reissta01w,1998,UTA,22,477,143,11,1
reynoch01w,1999,CHC,2,4,2,0,0
rileyan01w,2010,LAS,29,224,100,14,1
rileyan01w,2011,TUL,33,626,199,32,3
rileyan01w,2012,LAS,2,15,0,0,0
rileyru01w,2001,MIA,32,799,218,25,46
rileyru01w,2002,MIA,26,519,148,11,41
rileyru01w,2003,DET,34,995,327,25,58
rileyru01w,2004,DET,34,1037,378,31,53
rileyru01w,2005,DET,33,855,251,23,46
rileyru01w,2006,DET,34,875,249,18,49
rileyru01w,2007,SAS,30,773,176,27,59
rileyru01w,2008,SAS,30,580,153,14,41
rileyru01w,2009,SAS,31,650,163,14,45
rileyru01w,2010,SAS,20,261,75,5,13
rileyru01w,2011,SAS,34,645,190,12,30
rileyru01w,2012,CHI,33,476,88,23,20
rizzoje01w,1997,NEW,40,1496,314,88,0
rizzoje01w,1998,NEW,44,1443,477,89,1
rizzoje01w,1999,NEW,13,457,128,30,2
rizzoje01w,1999,HOU,25,242,42,18,1
rizzoje01w,2000,HOU,32,437,60,15,2
rizzoje01w,2001,CLE,32,476,119,25,2
rizzoje01w,2002,CLE,26,695,178,23,3
rizzoje01w,2003,CLE,33,525,59,14,0
roberav01w,1999,PRT,2,5,3,0,0
roberny01w,1998,HOU,14,55,16,1,0
roberny01w,1999,HOU,4,17,1,0,0
roberny01w,1999,WAS,8,62,16,5,1
robinas01w,2004,PHO,19,130,17,8,10
robinas01w,2005,PHO,34,659,103,20,34
robinas01w,2006,CHI,12,124,21,2,8
robinas01w,2006,SEA,17,197,21,6,8
robinas01w,2007,SEA,33,409,48,16,25
robinas01w,2008,SEA,33,329,29,12,20
robinas01w,2009,SEA,26,167,12,2,13
robinas01w,2010,SEA,30,245,41,4,21
robinas01w,2011,SEA,34,583,129,22,33
robinas01w,2012,WAS,33,535,103,19,24
robincr01w,1997,COL,40,1264,684,70,25
robincr01w,1998,COL,43,1404,642,71,12
robincr01w,1999,COL,9,213,63,15,0
robincr01w,1999,NYL,32,901,375,44,11
robincr01w,2000,NYL,27,722,238,23,10
robincr01w,2001,NYL,32,980,342,32,8
robincr01w,2002,NYL,32,1068,378,48,12
robincr01w,2003,NYL,33,1078,395,40,13
robincr01w,2004,NYL,28,890,339,24,8
robincr01w,2005,NYL,32,969,234,21,5
robincr01w,2006,WAS,27,727,199,33,0
robincr01w,2007,WAS,2,34,2,2,1
robinda01w,2011,SAS,34,786,280,28,4
robinda01w,2012,SAS,34,984,335,46,4
robinre01w,2000,WAS,2,5,4,1,0
robinsc01w,2012,TUL,26,385,110,25,3
rolanja01w,1998,CLS,23,173,57,7,2
rolanja01w,1998,NEW,12,90,24,2,0
rolanja01w,1999,NEW,13,321,76,5,0
rolanja01w,2000,ORL,21,173,33,6,0
rossad01w,2008,SAS,4,7,2,0,0
rouilni01w,1997,COL,4,4,0,0,0
roundsa01w,1997,ATG,13,418,210,15,3
roundsa01w,1998,ATG,23,532,231,27,2
roundsa01w,1999,NAS,10,280,122,13,0
ruffje01w,1997,SJL,35,433,120,12,4
ruffje01w,1998,LON,20,113,56,7,0
rushle01w,2008,CHI,2,12,3,0,0
ryankr01w,1999,CHC,2,27,0,1,0
rycraeu01w,1998,LAS,20,226,46,7,18
salesny01w,1999,ORL,32,1039,437,69,8
salesny01w,2000,ORL,32,995,430,47,12
salesny01w,2001,ORL,32,1039,433,70,6
salesny01w,2002,ORL,32,1042,431,60,7
salesny01w,2003,CON,34,1106,548,46,13
salesny01w,2004,CON,34,1096,517,75,8
salesny01w,2005,CON,34,1074,532,61,10
salesny01w,2006,CON,22,609,286,26,6
salesny01w,2007,CON,26,762,341,36,11
sampsch01w,1997,NEW,20,246,70,15,4
sampsch01w,2000,SEA,21,280,76,18,6
sampsto01w,1997,PRT,26,428,191,22,5
samsh01w,1997,SJL,39,1258,561,75,5
samsh01w,1998,SJL,43,1391,624,87,7
samsh01w,1999,SJL,15,470,203,27,2
samsh01w,1999,ORL,32,1088,364,41,9
samsh01w,2000,MIA,31,904,396,35,5
samsh01w,2001,MIA,32,1100,444,55,8
samsh01w,2002,MIA,32,1073,463,69,6
samsh01w,2003,MIN,34,953,374,38,6
samsh01w,2004,SEA,34,1018,310,53,6
samsh01w,2005,CHA,34,1075,387,44,2
samsh01w,2006,CHA,34,990,359,55,3
samsh01w,2007,IND,33,591,164,29,6
samsh01w,2008,DET,32,478,92,19,3
sanchis01w,2004,DET,10,62,22,2,0
sandeam01w,2007,DET,6,9,2,0,0
sandish01w,1997,SJL,20,618,195,15,2
sandish01w,1998,SJL,44,650,247,27,0
sanfona01w,2003,WAS,17,134,49,3,2
sanfona01w,2004,WAS,31,653,169,18,16
sanfona01w,2005,WAS,27,293,88,10,11
sanfona01w,2006,WAS,34,885,301,28,21
sanfona01w,2007,WAS,34,994,375,27,28
sanfona01w,2008,WAS,34,795,229,21,11
sanfona01w,2009,WAS,34,663,213,26,14
sanfona01w,2010,WAS,34,608,205,25,8
sanfona01w,2011,PHO,33,476,137,7,7
sanfona01w,2012,PHO,30,501,124,15,9
sanniol01w,2008,DET,31,325,106,11,7
sanniol01w,2009,DET,31,298,119,11,5
sanniol01w,2011,PHO,14,73,22,3,1
santoal01w,1998,WAS,16,481,176,12,7
santoal01w,1999,WAS,13,216,51,1,2
santoal01w,2000,IND,3,11,3,0,0
santoal01w,2001,SEA,10,62,13,0,0
santoke01w,2001,DET,14,153,52,3,3
santoke01w,2002,DET,12,169,44,3,9
santoke01w,2008,SEA,22,134,47,4,2
sarenra01w,2000,PHO,20,142,64,0,1
sauerpa01w,2000,LAS,12,66,20,2,1
sauerpa01w,2001,CLE,2,4,2,0,1
sauerpa01w,2002,CLE,1,7,0,1,0
saundja01w,2001,PHO,28,253,68,10,8
saundja01w,2002,PHO,27,302,99,9,4
saureau01w,2001,WAS,25,455,76,24,4
saureau01w,2002,WAS,15,165,24,8,2
savasla01w,1997,SAC,14,157,33,4,1
schumke01w,2001,IND,28,380,112,5,29
schumke01w,2002,IND,31,352,108,7,23
schumke01w,2003,IND,34,480,189,7,24
schumke01w,2004,IND,32,601,224,10,31
schumke01w,2005,IND,34,516,135,10,24
schumke01w,2006,NYL,21,539,163,3,25
schumke01w,2007,PHO,34,543,151,17,25
schumke01w,2008,DET,7,89,14,2,3
schumke01w,2009,DET,1,10,0,0,1
schwege01w,2001,MIN,24,423,87,11,6
schwege01w,2002,MIN,30,509,124,15,5
schwege01w,2003,MIN,16,118,15,3,1
scottol01w,1998,UTA,29,466,154,24,10
scottol01w,1999,DET,8,52,16,0,3
scottol01w,1999,UTA,4,36,9,1,0
scottol01w,2000,DET,28,369,100,12,10
scottol01w,2001,IND,32,775,280,22,12
scottol01w,2002,IND,31,975,292,38,13
scottol01w,2004,CHA,34,398,73,9,13
scottol01w,2005,SAC,18,170,38,4,2
scottol01w,2006,IND,21,159,50,7,2
scottol01w,2007,PHO,8,32,8,3,1
scottol01w,2008,PHO,6,69,16,1,6
scottra01w,1997,UTA,8,43,12,1,3
scottra01w,1998,CLE,22,167,38,3,5
shakiel01w,2000,HOU,14,150,57,5,2
shakiel01w,2001,HOU,26,203,38,6,2
shakiel01w,2002,CHA,1,5,1,1,0
sharpkb01w,2003,NYL,30,398,94,14,0
sharpkb01w,2004,NYL,30,240,29,6,1
sharpkb01w,2006,IND,23,155,22,7,0
sharpkb01w,2007,IND,34,454,109,13,0
sharpkb01w,2008,CHI,34,598,106,14,0
sharpkb01w,2009,CHI,27,325,70,8,2
sheetsh01w,1997,COL,17,148,32,9,0
sheetsh01w,1998,COL,27,118,27,3,0
sheetsh01w,1999,PRT,4,38,11,2,0
shegoch01w,2012,CON,3,9,3,1,0
shielas01w,2007,HOU,26,304,137,10,1
shielas01w,2008,DET,7,44,22,1,0
shielas01w,2008,HOU,3,12,2,1,0
shudlca01w,1997,CLS,36,225,68,9,0
shulead01w,1998,WAS,25,363,89,23,3
simondy01w,2012,PHO,8,97,30,4,0
simpsda01w,1998,ATG,2,43,17,1,1
simpsda01w,1999,COL,13,103,26,4,5
slaisma01w,2000,DET,3,7,4,1,0
slauggw01w,2004,MIN,3,7,2,0,1
slavtge01w,2003,PHO,2,12,0,0,0
smithai01w,2003,WAS,31,422,104,11,9
smithai01w,2004,WAS,29,403,115,17,12
smithbr01w,2008,PHO,10,134,41,2,3
smithbr01w,2009,PHO,21,144,21,2,3
smithbr01w,2010,PHO,16,131,40,1,4
smithch01w,1998,CHA,24,448,89,10,0
smithch01w,1999,CHA,4,19,13,1,0
smithch02w,1997,COL,40,1319,626,34,8
smithch02w,1998,SJL,42,1206,513,32,18
smithch02w,1999,SJL,13,267,99,2,3
